;klasyfikator_0;klasyfikator_1;adv
279;k = 1, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 4;1
280;k = 1, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 5;1
281;k = 1, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 6;1
282;k = 1, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 7;1
283;k = 1, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 8;1
284;k = 1, metryka = euclidean, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 9;1
285;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 1;1
286;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 2;1
287;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 3;1
288;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 4;1
289;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 5;1
290;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 6;1
291;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 7;1
292;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 8;1
293;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 9;1
294;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 1;1
295;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 2;1
296;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 3;1
297;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 4;1
298;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 5;1
299;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 6;1
300;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 7;1
301;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 8;1
302;k = 1, metryka = euclidean, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 9;1
303;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = euclidean, liczba cech = 8;1
304;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = euclidean, liczba cech = 9;1
305;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 1;1
306;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 2;1
307;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 3;1
308;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 4;1
309;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 5;1
310;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 6;1
311;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 7;1
312;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 8;1
313;k = 1, metryka = euclidean, liczba cech = 7;k = 1, metryka = minkowski, liczba cech = 9;1
314;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 1;1
315;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 2;1
316;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 3;1
317;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 4;1
318;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 5;1
319;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 6;1
320;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 7;1
321;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 8;1
322;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = euclidean, liczba cech = 9;1
323;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 1;1
324;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 2;1
325;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 3;1
326;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 4;1
327;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 5;1
328;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 6;1
329;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 7;1
330;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 8;1
331;k = 1, metryka = euclidean, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 9;1
332;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 1;1
333;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 2;1
334;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 3;1
335;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 4;1
336;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 5;1
337;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 6;1
338;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 7;1
339;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;1
340;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;1
341;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;1
342;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;1
343;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;1
344;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;1
345;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;1
346;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;1
347;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;1
348;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;1
349;k = 1, metryka = euclidean, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;1
350;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = euclidean, liczba cech = 9;1
351;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 1;1
352;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 2;1
353;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 3;1
354;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 4;1
355;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 5;1
356;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 6;1
357;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 7;1
358;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 8;1
359;k = 1, metryka = euclidean, liczba cech = 8;k = 1, metryka = minkowski, liczba cech = 9;1
360;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 1;1
361;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 2;1
362;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 3;1
363;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 4;1
364;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 5;1
365;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 6;1
366;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 7;1
367;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 8;1
368;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = euclidean, liczba cech = 9;1
369;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 1;1
370;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 2;1
371;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 3;1
372;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 4;1
373;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 5;1
374;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 6;1
375;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 7;1
376;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 8;1
377;k = 1, metryka = euclidean, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;1
378;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;1
379;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;1
380;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;1
381;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;1
382;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;1
383;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;1
384;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;1
385;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;1
386;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;1
387;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;1
388;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;1
389;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;1
390;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;1
391;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;1
392;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;1
393;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;1
394;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;1
395;k = 1, metryka = euclidean, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;1
396;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 1;1
397;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 2;1
398;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 3;1
399;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 4;1
400;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 5;1
401;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 6;1
402;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 7;1
403;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 8;1
404;k = 1, metryka = euclidean, liczba cech = 9;k = 1, metryka = minkowski, liczba cech = 9;1
405;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 1;1
406;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 2;1
407;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 3;1
408;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 4;1
409;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 5;1
410;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 6;1
411;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 7;1
412;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 8;1
413;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = euclidean, liczba cech = 9;1
414;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 1;1
415;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 2;1
416;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 3;1
417;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 4;1
418;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 5;1
419;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 6;1
420;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 7;1
421;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 8;1
422;k = 1, metryka = euclidean, liczba cech = 9;k = 5, metryka = minkowski, liczba cech = 9;1
423;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;1
424;k = 1, metryka = euclidean, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;1
