;klasyfikator_0;klasyfikator_1;statistic;pvalue
1073;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;9.955702262999269;3.7128941969651443e-06
1074;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;1.7513762110054043;0.11379700947107436
1075;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;2.3758337271285264;0.0415101853005911
1076;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;0.9998809116397761;0.3434909729941006
1077;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;1.241546687389758;0.24578553994795505
1078;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;0.9369166347707337;0.3732601397148102
1079;k = 5, metryka = euclidean, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;-0.8962823038750951;0.3934436914215572
1080;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 2;2.630670799915918;0.027328580146875465
1081;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 3;2.6380933905209085;0.026998032457881738
1082;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 4;-3.3002094401512636;0.009226825670704233
1083;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 5;-1.6123494594916639;0.14134472970439255
1084;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 6;-3.8867204049794495;0.003693368234229179
1085;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 7;-5.47156308055417;0.00039445807083851646
1086;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 8;-3.5201713661281944;0.006513688605629333
1087;k = 5, metryka = minkowski, liczba cech = 1;k = 5, metryka = minkowski, liczba cech = 9;-7.985052070442639;2.246796983984006e-05
1088;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 1;0.540067979680531;0.6022555608163931
1089;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;3.2509503505890747;0.009982179963860097
1090;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;1.5142968793468787;0.16424942190581407
1091;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 4;-3.480191558211032;0.006936464399320575
1092;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 5;-4.513212428039171;0.0014609556162066893
1093;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 6;-5.546533056018924;0.00035802364953152076
1094;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 7;-3.1665220724151824;0.011429708943401928
1095;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 8;-3.7505741352266275;0.004550648007559717
1096;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 9;-3.092940643326123;0.01286823756016467
1097;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 1;0.46684398527134785;0.6517064098269998
1098;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 2;1.8515289320664814;0.09711439526791493
1099;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 3;0.4894739663404456;0.6362145738466303
1100;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 4;-2.889589012233;0.017896245945557214
1101;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 5;-2.209922533061059;0.0544521219865177
1102;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 6;-4.143111691768005;0.002509982262706534
1103;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 7;-3.224434786588321;0.010415101654494465
1104;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 8;-2.7995603167126504;0.020727518335760992
1105;k = 5, metryka = minkowski, liczba cech = 1;k = 10, metryka = minkowski, liczba cech = 9;-5.541277729538961;0.00036045503698843123
1106;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 3;0.3145040029090616;0.7603068879958021
1107;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 4;-6.69073738015466;8.947625030067489e-05
1108;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 5;-4.364058245538055;0.001812711830129245
1109;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 6;-5.229515612685907;0.0005422775242342485
1110;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 7;-9.13634328712883;7.548634384282162e-06
1111;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 8;-6.152961932337839;0.000168118738918106
1112;k = 5, metryka = minkowski, liczba cech = 2;k = 5, metryka = minkowski, liczba cech = 9;-8.535377381719352;1.3144584401355846e-05
1113;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 1;-1.2603600042709306;0.2392352623841085
1114;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 2;0.9273530383623563;0.3779417618405946
1115;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 3;-0.47024092658763644;0.6493694199280222
1116;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 4;-5.783266279422081;0.00026497731091226605
1117;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 5;-6.562126352877315;0.00010370693942401438
1118;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 6;-8.433611486288873;1.448386694641031e-05
1119;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 7;-4.868198039057029;0.000885722401426447
1120;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 8;-5.797486769922093;0.00026029309507400117
1121;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = euclidean, liczba cech = 9;-5.422724296102635;0.0004203414964049759
1122;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 1;-2.5142734067334556;0.03307800302988191
1123;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 2;-0.9710992432835077;0.3568722244730037
1124;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 3;-1.8988930326509494;0.0900473226925641
1125;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 4;-4.526455508142204;0.0014334614741850565
1126;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 5;-3.1650504800621424;0.011456785718737053
1127;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 6;-5.097289915499709;0.0006475185913397759
1128;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 7;-6.438714193086001;0.00011971167791200986
1129;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 8;-7.082976746191093;5.773394785824104e-05
1130;k = 5, metryka = minkowski, liczba cech = 2;k = 10, metryka = minkowski, liczba cech = 9;-7.86677876968094;2.5306566170607458e-05
1131;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 4;-5.846217551733157;0.00024491081021527224
1132;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 5;-3.4614240288290277;0.007144739859749078
1133;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 6;-4.950976048317365;0.0007902423165840471
1134;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 7;-8.159502244055075;1.8898562155004917e-05
1135;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 8;-5.013743819635046;0.0007252449874352257
1136;k = 5, metryka = minkowski, liczba cech = 3;k = 5, metryka = minkowski, liczba cech = 9;-9.404598050381976;5.950071415353902e-06
1137;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 1;-1.2730503182220798;0.23489887199442158
1138;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 2;0.8373178323484805;0.42408990739249786
1139;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 3;-0.5431166108655959;0.6002401520621625
1140;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 4;-4.796313246498074;0.000978737564849429
1141;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 5;-6.86522729875773;7.346943699763515e-05
1142;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 6;-6.223293964799432;0.00015449016277789917
1143;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 7;-4.163685448050933;0.0024343441034491687
1144;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 8;-5.057356952735083;0.0006834862034961299
1145;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = euclidean, liczba cech = 9;-5.651319094567562;0.00031307486273230415
1146;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 1;-2.7595957553433483;0.022126781519762335
1147;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 2;-0.9079940913464802;0.38754794635235834
1148;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 3;-1.9663797814724993;0.08081128115677354
1149;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 4;-3.653630674161731;0.005287598134842281
1150;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 5;-3.3044636366010485;0.009164441508126196
1151;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 6;-4.698287321086145;0.0011228759546255773
1152;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 7;-4.595543528362871;0.0012987357331622337
1153;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 8;-6.521703661168009;0.00010867607695700426
1154;k = 5, metryka = minkowski, liczba cech = 3;k = 10, metryka = minkowski, liczba cech = 9;-8.276945486083713;1.6848182185904206e-05
1155;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 5;1.72855373580121;0.11795246886446732
1156;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 6;-0.08921206327718668;0.9308670898486805
1157;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 7;-0.6689489436481465;0.5203161758066603
1158;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 8;-0.3146216178979396;0.7602204669183463
1159;k = 5, metryka = minkowski, liczba cech = 4;k = 5, metryka = minkowski, liczba cech = 9;-0.8160818704601562;0.43551967256183877
1160;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 1;3.6381155478909046;0.005416749038362843
1161;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 2;7.561730458546742;3.461841341692409e-05
1162;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 3;3.4615420321091595;0.007143410057684768
1163;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 4;1.2434867363700461;0.24510331052242137
1164;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 5;0.17608353548229286;0.8641266720224843
1165;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 6;-0.5439942419185824;0.5996606264522626
1166;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 7;-0.1637044736504266;0.87358104146942
1167;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 8;-0.2691075180196619;0.7939145641255436
1168;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = euclidean, liczba cech = 9;-0.45159484085087126;0.6622466207380021
1169;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 1;3.146449368703396;0.011804818682717802
1170;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 2;7.262378220207254;4.7525910717934046e-05
1171;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 3;2.887530034813389;0.01795636980367671
1172;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 4;1.2932710863985066;0.22812429219016914
1173;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 5;1.2711645305330281;0.23553910780624854
1174;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 6;0.2736806710568144;0.7905072086363025
1175;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 7;0.4905766317077003;0.6354643897117201
1176;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 8;0.11279676407966843;0.9126675636847532
1177;k = 5, metryka = minkowski, liczba cech = 4;k = 10, metryka = minkowski, liczba cech = 9;-1.4031014471412773;0.19413166200568066
1178;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 6;-2.1428912299451173;0.060734979494384105
1179;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 7;-2.754983050449387;0.022294346656024987
1180;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 8;-2.1271531833183235;0.06230912483647466
1181;k = 5, metryka = minkowski, liczba cech = 5;k = 5, metryka = minkowski, liczba cech = 9;-2.3803292175538524;0.04120545054937339
1182;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 1;2.2683915283507856;0.04949304326197412
1183;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 2;5.092997715563991;0.0006512848179946934
1184;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 3;2.2932498064576103;0.04752133923529706
1185;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 4;-0.6407262111582429;0.5376710118575188
1186;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 5;-1.314835014033354;0.22108033105057265
1187;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 6;-2.532577639609115;0.03209932573298942
1188;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 7;-2.8515671538628657;0.019040453213310684
1189;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 8;-2.0046273705517583;0.07598372789310721
1190;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = euclidean, liczba cech = 9;-1.8236749271525872;0.1015096927671443
1191;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 1;1.8146423025946121;0.10297441904453912
1192;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 2;2.9610228807226173;0.0159330230101883
1193;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 3;2.2367476758058897;0.052119359452865506
1194;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 4;-0.7197358990351242;0.48995482705637106
1195;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 5;-0.1455611950034074;0.8874757239916089
1196;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 6;-1.3736337688869746;0.20279845455198894
1197;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 7;-1.28315491172532;0.23149288470853882
1198;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 8;-1.5983971650836224;0.14441899948205442
1199;k = 5, metryka = minkowski, liczba cech = 5;k = 10, metryka = minkowski, liczba cech = 9;-2.827849232950713;0.019791766224626417
1200;k = 5, metryka = minkowski, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 7;-0.5635988072164387;0.5867932602324089
1201;k = 5, metryka = minkowski, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 8;-0.14540251697079162;0.8875974314023596
1202;k = 5, metryka = minkowski, liczba cech = 6;k = 5, metryka = minkowski, liczba cech = 9;-0.9661562030876407;0.35920869449398574
1203;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 1;8.27558089060319;1.6870554245134853e-05
1204;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 2;7.5892596582954;3.364010844125652e-05
1205;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 3;3.985121506645514;0.0031810850555391568
1206;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 4;1.3867380230720077;0.19890425927201216
1207;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 5;0.36355180992460306;0.7245859090618483
1208;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 6;-0.5092166263670733;0.6228498870878718
1209;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 7;-0.09407333685778732;0.927111959525126
1210;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 8;-0.23074086691891518;0.8226759133831608
1211;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = euclidean, liczba cech = 9;-0.4176557455769885;0.6859865319242844
1212;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 1;3.799302855356753;0.004221882693108798
1213;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 2;5.07732516446215;0.0006652387557707626
1214;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 3;3.99821300865112;0.0031188259413513857
1215;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 4;1.4154582771166884;0.19059322395416076
1216;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 5;2.686720569452829;0.024930079408328035
1217;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 6;0.40455015771087577;0.69525389138485
1218;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 7;0.6797303866505686;0.513776703265641
1219;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 8;0.1551230700325367;0.8801475555852104
1220;k = 5, metryka = minkowski, liczba cech = 6;k = 10, metryka = minkowski, liczba cech = 9;-1.2157082190596749;0.255021305488527
1221;k = 5, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 8;0.3664266477665238;0.7225128692426366
1222;k = 5, metryka = minkowski, liczba cech = 7;k = 5, metryka = minkowski, liczba cech = 9;-0.5381987393918976;0.6034930587411895
1223;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 1;3.8400429854500064;0.003966267361469093
1224;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 2;10.828122658348528;1.8383484342523455e-06
1225;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 3;3.6348063154439942;0.005444722412982211
1226;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 4;2.8677876383862277;0.018543451108076092
1227;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 5;1.0984568612562564;0.30052065883160206
1228;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 6;0.1596972140625561;0.8766461683489055
1229;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 7;0.4645964506607877;0.6532548569598564
1230;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 8;0.3593841245561263;0.727595429805332
1231;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = euclidean, liczba cech = 9;-0.09891944229393866;0.9233704426736994
1232;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 1;5.641044537141414;0.00031719925009341684
1233;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 2;5.553458563540651;0.00035484664718678395
1234;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 3;6.693218924456355;8.922353720957156e-05
1235;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 4;1.7520008696607383;0.11368519311346559
1236;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 5;2.3774336401017098;0.04140147750459893
1237;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 6;0.824024264676521;0.43122060962179065
1238;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 7;1.0463778782858617;0.32267435037654324
1239;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 8;0.8704332153246741;0.4066807813255272
1240;k = 5, metryka = minkowski, liczba cech = 7;k = 10, metryka = minkowski, liczba cech = 9;-2.058903829324675;0.06960355002719233
1241;k = 5, metryka = minkowski, liczba cech = 8;k = 5, metryka = minkowski, liczba cech = 9;-0.4978624454195493;0.630518646192527
1242;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 1;2.92950666620412;0.016770457868635236
1243;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 2;5.9208672920863865;0.0002232284790133617
1244;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 3;3.452960892738739;0.007240790934546403
1245;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 4;1.375138044266836;0.20234814269835782
1246;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 5;0.3819786370914164;0.7113401768458412
1247;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 6;-0.21461921664045447;0.8348482604610156
1248;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 7;0.13381193197109884;0.8964957125192288
1249;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 8;0.0035915908679922757;0.9972126813880166
1250;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = euclidean, liczba cech = 9;-0.3191778354265023;0.7568753680777516
1251;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 1;2.9149483419995197;0.017172396705007465
1252;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 2;5.1309681884950695;0.0006187700257699402
1253;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 3;3.748591389769788;0.0045645841708292076
1254;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 4;1.2461066804151226;0.24418446567305432
1255;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 5;1.3159019959411737;0.2207365891431137
1256;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 6;0.4244072874139367;0.6812337416493488
1257;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 7;0.6340127733731167;0.5418491004435365
1258;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 8;0.4234022801258649;0.6819402889066734
1259;k = 5, metryka = minkowski, liczba cech = 8;k = 10, metryka = minkowski, liczba cech = 9;-1.1217661387186653;0.29099774143502155
1260;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 1;4.3622234404206;0.0018175652278775705
1261;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 2;10.504986609477026;2.3710686691196716e-06
1262;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 3;4.327067202898306;0.0019132901592567703
1263;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 4;2.5978879988033725;0.028837947263276098
1264;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 5;2.694508372904992;0.024614084173962346
1265;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 6;0.520855165701946;0.6150386186004373
1266;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 7;0.5699536543870704;0.5826546870758538
1267;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 8;0.6231699058466952;0.5486371199026286
1268;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = euclidean, liczba cech = 9;0.20648736388192576;0.8410059665553667
1269;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 1;7.8319523003121;2.6215731945287463e-05
1270;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 2;6.033953777919072;0.00019425497380711756
1271;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 3;6.890578302660887;7.14165201744614e-05
1272;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 4;1.7865555862406677;0.10765554211244595
1273;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 5;2.874181883720951;0.01835118764630027
1274;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 6;1.0706170154446948;0.31221169444758
1275;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 7;1.4688180647372622;0.17594673908298883
1276;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 8;1.0080300243266622;0.33977131199659866
1277;k = 5, metryka = minkowski, liczba cech = 9;k = 10, metryka = minkowski, liczba cech = 9;-0.759651533153576;0.46689378426753814
1278;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 2;2.1217858291042533;0.06285495346224533
1279;k = 10, metryka = euclidean, liczba cech = 1;k = 10, metryka = euclidean, liczba cech = 3;0.8108846347297031;0.43834849418330846
